accession,cluster_id,split
P07948,5418,train
Q9UHR4,5419,train
Q96K62,5420,train
Q9NQV5,5421,train
Q9C029,5422,train
Q9NZK5,5423,train
Q8IW19,5424,test
P19961,5425,test
Q96QD5,5426,val
Q86Z20,5427,train
P48444,5428,train
Q6UX06,5429,train
Q7RTX9,5430,train
P51513,5431,train
Q9UNW9,5431,train
P49257,5432,train
Q96NY8,5433,train
O15446,5434,train
Q96GM8,5435,test
Q8TBC5,5436,val
Q96N20,5437,test
P51815,5437,test
Q5MY95,5438,train
P49961,5438,train
Q9Y5L3,5438,train
P50549,5439,train
P43268,5439,train
P41161,5439,train
Q01101,5440,train
P07954,5441,val
Q9BYM8,5442,train
Q9UKZ1,5443,train
Q7RTY1,5444,train
P49643,5445,test
O00712,5446,test
P08651,5446,test
Q12857,5446,test
Q14938,5446,test
P09622,5447,train
Q5TID7,5448,train
Q5VWM6,5449,train
Q5VXH4,5449,train
P78395,5449,train
O60810,5449,train
Q5VTA0,5449,train
Q9NZ20,5450,train
Q32P41,5451,train
P48436,5452,train
P56693,5452,train
P57073,5452,train
O75602,5453,train
P12081,5454,train
P49590,5454,train
Q15464,5455,train
P04053,5456,train
Q9NP87,5456,train
Q8N1L4,5457,train
Q86W10,5457,train
Q8N118,5457,train
Q9UKT9,5458,train
Q0VDF9,5459,train
Q9Y4I5,5460,train
O95319,5461,train
Q92879,5461,train
P05093,5462,train
Q8WU20,5463,train
O43559,5463,train
A1A5D9,5464,train
Q16602,5465,train
P30988,5465,train
Q92575,5466,train
Q86Y07,5467,train
Q99986,5467,train
P11831,5468,train
Q99542,5469,test
Q8WXA9,5470,train
Q9Y285,5471,train
Q6NXR4,5472,train
Q8N9M5,5473,train
Q16851,5474,train
Q96F86,5475,train
Q02930,5476,train
Q96P66,5477,train
Q9BYG8,5478,val
Q13064,5479,train
Q9UHC7,5479,train
Q13434,5479,train
Q7Z4H8,5480,train
Q6UW63,5480,train
P15289,5481,train
Q8NFQ6,5482,train
Q7Z3B4,5483,train
Q9NQH7,5484,test
Q9Y6M5,5485,train
Q9UGQ3,5486,train
Q9NY64,5486,train
A6NK89,5487,train
Q9BV44,5488,train
O60784,5489,test
Q6ZVM7,5489,test
Q9Y672,5490,train
P41240,5491,train
P42679,5491,train
Q96KP4,5492,train
Q96KN2,5492,train
Q8IVI9,5493,train
Q99457,5494,train
P51956,5495,train
A6NEE1,5496,train
P22680,5497,train
O75881,5497,train
O75052,5498,val
Q96BZ4,5499,test
Q8IV08,5499,test
Q96MC6,5500,train
Q5VZR4,5500,train
Q5SR56,5500,train
O00458,5501,train
Q12894,5501,train
Q96JB5,5502,val
Q8NBM8,5503,train
Q9UHG3,5503,train
P23760,5504,test
P23759,5504,test
O15375,5505,train
P98177,5506,train
A8MYZ6,5506,train
Q9C0B1,5507,train
P09525,5508,val
P50995,5508,val
P04083,5508,val
P27216,5508,val
P20073,5508,val
P07355,5508,val
P13928,5508,val
A6NMY6,5508,val
Q5VT79,5508,val
O00401,5509,train
Q58FF6,5510,train
Q14568,5510,train
Q9P2K6,5511,train
Q03181,5512,train
P37231,5512,train
Q9Y3I0,5513,train
P15336,5514,train
P17544,5514,train
O95948,5515,val
Q9UBC0,5515,val
Q99972,5516,train
O60669,5517,train
O95907,5517,train
P53985,5517,train
O15427,5517,train
Q96AD5,5518,train
Q7Z7B1,5519,train
A6NFX1,5520,val
P34896,5521,train
P34897,5521,train
Q5VZB9,5522,train
Q8N441,5523,train
Q16401,5524,train
Q9UMS4,5525,train
P61011,5526,val
Q96GJ1,5527,train
O00241,5528,train
Q9P1W8,5528,train
Q5TFQ8,5528,train
P78324,5528,train
Q8WUX1,5529,val
Q8IZM9,5529,val
Q99624,5529,val
Q9H2H9,5529,val
Q495M3,5530,train
Q7Z2H8,5530,train
Q6YBV0,5530,train
Q15750,5531,train
Q9BSA9,5532,train
P46937,5533,train
Q86WK7,5534,train
Q13217,5535,train
P11509,5536,train
P20813,5536,train
P11712,5536,train
P20853,5536,train
P10632,5536,train
P05181,5536,train
P24903,5536,train
P33260,5536,train
P33261,5536,train
Q96SQ9,5536,train
Q18PE1,5537,train
Q9HCP6,5538,train
Q16656,5539,train
Q96D46,5540,test
Q8NC56,5541,test
Q86UB2,5542,train
P08684,5543,train
Q9HB55,5543,train
P24462,5543,train
P20815,5543,train
Q5TC79,5544,train
Q8NCN2,5544,train
Q9BTF0,5545,train
O43516,5546,train
Q86X51,5547,train
P11511,5548,train
Q16850,5549,train
Q92985,5550,test
Q6GTS8,5551,train
Q86WB0,5552,train
Q9BWU1,5553,train
P49336,5553,train
Q9NXG6,5554,train
Q9NZ09,5555,val
P42768,5556,train
P51688,5557,train
Q9BUB4,5558,train
P10635,5559,train
Q6VVX0,5559,train
P51589,5559,train
Q9NRM6,5560,train
O00330,5561,train
Q96B70,5562,train
O15488,5563,val
P46976,5563,val
Q8NCB2,5564,train
Q52LD8,5565,train
P63252,5566,train
P48050,5566,train
P48051,5566,train
P48549,5566,train
Q15842,5566,train
Q14654,5566,train
Q14500,5566,train
Q92806,5566,train
Q13610,5567,test
Q9HD40,5568,train
Q12933,5569,train
Q13077,5569,train
Q12874,5570,train
P14868,5571,train
Q96QU6,5572,train
Q6NXE6,5573,train
Q9Y471,5574,train
Q5JU00,5575,train
Q16647,5576,train
Q9UNU6,5576,train
P78414,5577,train
P78415,5577,train
Q86VZ4,5578,train
P47972,5579,test
O95502,5579,test
Q15818,5579,test
P11150,5580,val
P06858,5580,val
Q9Y5X9,5580,val
Q9UM63,5581,train
Q9UPG8,5581,train
Q6DJT9,5581,train
Q71RS6,5582,train
O94919,5583,train
Q6UX41,5584,train
Q9Y6A2,5585,train
Q9H336,5586,train
Q9H0B8,5586,train
A8K8V0,5587,train
P0C7X2,5587,train
Q96CS4,5587,train
Q96H86,5587,train
P20264,5588,test
P49335,5588,test
P20265,5588,test
Q03052,5588,test
Q8WU10,5589,train
Q9C037,5590,train
Q86WT6,5591,val
Q6ZSJ9,5592,train
Q9UL49,5593,train
Q8NEG4,5594,train
Q86XR8,5595,train
P05155,5596,train
O00221,5597,train
P80404,5598,val
Q8NCR0,5599,train
Q8IYK2,5600,val
Q8WWY3,5601,train
Q99640,5602,train
P53041,5603,train
Q8TBG4,5604,train
Q8IUZ5,5604,train
O95279,5605,train
P05546,5606,train
Q12834,5607,train
P30419,5608,train
O60551,5608,train
Q8WUB8,5609,train
Q9UBF9,5610,train
Q9C030,5611,train
Q9C035,5611,train
Q8IYM9,5611,train
Q9BYJ4,5611,train
Q9BT92,5612,train
O15123,5613,val
Q15389,5613,val
Q400G9,5614,train
Q13568,5615,train
O14896,5615,train
Q6Y288,5616,train
Q5T089,5617,train
Q9H6L5,5618,train
O00476,5619,train
Q9Y2C5,5619,train
Q96P09,5620,train
P98170,5620,train
Q9UJA5,5621,train
Q9BZV2,5622,train
O60779,5622,train
Q9BRR6,5623,train
Q9NXN4,5624,train
P48167,5625,train
P42785,5626,train
Q9UHL4,5626,train
Q6P988,5627,train
Q9UM11,5628,train
Q96SL8,5629,train
P0DJD4,5630,test
P38159,5630,test
P0DJD3,5630,test
P0C7P1,5630,test
A6NDE4,5630,test
Q96E39,5630,test
Q15415,5630,test
Q8NE00,5631,train
A6NJL1,5632,train
Q9BUG6,5632,train
O43541,5633,val
O15105,5633,val
Q9HBY8,5634,train
O00141,5634,train
Q96BR1,5634,train
Q8N3R3,5635,train
Q69YU3,5636,train
Q7L591,5637,train
O60443,5638,val
Q9UHK0,5639,train
Q8NEH6,5640,train
P06127,5641,val
Q9UBG3,5642,train
Q8WV16,5643,val
Q8NA75,5643,val
O60548,5644,test
Q9NU39,5644,test
O00358,5644,test
Q13461,5644,test
Q9H9S5,5645,train
Q9NS91,5646,val
P49758,5647,train
P49802,5647,train
Q9UDV6,5648,train
Q8NAP8,5649,train
Q6ZMJ2,5650,train
Q5VZ18,5651,train
Q86SX3,5652,val
P04217,5653,train
O75071,5654,val
Q96HR8,5655,val
A6NCL7,5656,train
P54578,5657,val
P47974,5658,train
Q9Y2I8,5659,val
Q08170,5660,train
Q13247,5660,train
Q07955,5660,train
Q13243,5660,train
Q9H3M0,5661,train
Q14CB8,5662,train
Q8NCC5,5663,train
O60701,5664,train
P49189,5665,train
Q99615,5666,train
O95965,5667,train
Q9NUD9,5668,train
Q15048,5669,test
O95822,5670,train
Q12805,5671,train
Q9UBX5,5671,train
O95967,5671,train
O75952,5672,train
O95376,5673,val
Q8NI99,5674,train
Q9UKU9,5674,train
O95841,5674,train
P55058,5675,train
P12955,5676,train
Q504Y2,5677,train
Q9H9C1,5678,test
Q9UPQ4,5679,train
Q96DC7,5680,train
Q86WK6,5681,train
Q9NX74,5682,train
Q5MAI5,5683,train
Q00532,5683,train
Q92772,5683,train
Q6P531,5684,train
Q5VTY9,5685,train
Q16658,5686,train
P11597,5687,train
Q495W5,5688,val
P58004,5689,test
P58005,5689,test
Q9Y6P5,5689,test
O15393,5690,test
P57727,5690,test
Q9H9L4,5691,train
Q8WUA2,5692,train
Q8N434,5693,train
Q9C0K1,5694,train
Q15043,5694,train
Q9NV64,5695,train
Q9GZU3,5695,train
Q2TAA5,5696,test
Q9HCJ1,5697,val
Q969Y2,5698,train
Q9ULV5,5699,train
Q6ZNE5,5700,train
P43490,5701,val
Q8IYB1,5702,train
Q13098,5703,train
Q9UJT9,5704,train
Q92733,5705,train
Q8NBI5,5706,train
Q8N720,5707,train
Q13188,5708,train
Q13043,5708,train
Q75N03,5709,train
Q8N7E2,5709,train
Q9BRS8,5710,train
O76013,5711,train
Q6A163,5711,train
Q15323,5711,train
Q92764,5711,train
O76015,5711,train
Q86VY9,5712,train
P22570,5713,train
P08697,5714,train
P02675,5715,train
Q9H8X2,5716,train
Q00987,5717,train
Q9BW62,5718,train
O75449,5718,train
Q8WVP7,5719,train
O00409,5720,train
O76021,5721,train
Q8TD55,5722,train
Q8NB12,5723,val
Q8NFT2,5724,train
Q9UHE8,5724,train
Q658P3,5724,train
Q687X5,5724,train
Q6NZ63,5724,train
Q3SY56,5725,train
Q8TDD2,5725,train
Q8IXZ3,5725,train
P0CG40,5725,train
Q8N9U0,5726,train
Q9BXF9,5727,train
Q96M29,5727,train
P10827,5728,train
P10828,5728,train
Q9H0R1,5729,train
Q86T13,5730,train
O15151,5731,train
O14879,5732,train
Q13325,5732,train
P09913,5732,train
P09914,5732,train
O75439,5733,train
P31930,5733,train
P55316,5734,train
O94888,5735,train
Q9H040,5736,val
Q9BQC3,5737,val
P15260,5738,train
P35408,5739,train
Q0VAA2,5740,train
Q9BR77,5741,train
Q5XUX1,5742,test
Q9Y397,5743,train
Q9NUE0,5743,train
Q8IZN3,5743,train
Q96EW2,5744,train
Q13882,5745,train
Q9H3Y6,5745,train
Q9NWH7,5746,train
Q9BV10,5747,train
P00742,5748,train
P00740,5748,train
O75907,5749,train
P16444,5750,train
Q9H4A9,5750,train
Q9H4B8,5750,train
Q13547,5751,train
O15379,5751,train
Q92769,5751,train
Q9BY41,5751,train
Q14774,5752,train
O15374,5753,train
Q9BVG9,5754,train
Q9Y2Y4,5755,train
Q9UNW1,5756,train
Q9NX61,5757,train
Q8NDZ6,5757,train
Q9H2A2,5758,train
Q6P1A2,5759,train
P35367,5760,train
Q96RI1,5761,test
Q9UNF0,5762,train
Q9BY11,5762,train
Q9UKS6,5762,train
Q9BZC1,5763,train
Q96J87,5763,train
Q5SZQ8,5763,train
Q8N6W0,5763,train
Q8N587,5764,train
Q6V9R5,5764,train
O15229,5765,train
Q9NY57,5766,train
Q86UX6,5766,train
P19474,5767,train
O00635,5767,train
Q8NG06,5767,train
Q6AZZ1,5767,train
O95704,5768,train
Q01543,5769,train
P11308,5769,train
Q96RP7,5770,train
P51608,5771,train
P14317,5772,train
Q96CU9,5773,train
Q8WVB3,5774,train
Q8N8D1,5775,train
Q9NVX2,5776,train
O95897,5777,train
Q96PB7,5777,train
Q99784,5777,train
P01019,5778,train
O76064,5779,train
Q9H1Z4,5780,train
Q8WTX9,5781,train
Q6XR72,5782,train
Q9UID6,5783,train
Q9BR11,5784,train
Q99932,5785,train
P51648,5786,train
P30838,5786,train
P43353,5786,train
Q9UHN1,5787,train
Q9BXK5,5788,train
Q8WWR8,5789,train
Q9UQ49,5789,train
P30566,5790,train
P37287,5791,train
O75354,5792,test
O75356,5792,test
Q8TDL5,5793,train
Q9UBX1,5794,val
Q9BXL5,5795,train
Q9UMX1,5796,train
Q05519,5797,train
Q86YJ6,5798,train
Q8IXS2,5799,train
P57764,5800,train
Q6PIY7,5801,train
P26196,5802,train
Q9Y6V7,5803,train
Q9H0S4,5803,train
Q9UHL0,5804,train
Q9NUU7,5804,train
Q9UMR2,5804,train
Q96A33,5805,train
Q9BZI7,5806,train
Q9H1J1,5806,train
Q9UI12,5807,train
Q9P0V9,5808,train
Q14141,5808,train
Q9NVA2,5808,train
Q92599,5808,train
A6NGB9,5809,train
P49753,5810,train
Q86TX2,5810,train
Q8N9L9,5810,train
Q14032,5810,train
P52209,5811,test
Q96DZ1,5812,train
P78411,5813,train
Q9BZI1,5813,train
P49840,5814,train
P49841,5814,train
Q8NDH6,5815,test
Q05084,5815,test
P11182,5816,train
Q13946,5817,train
Q9NP56,5817,train
Q16581,5818,train
P86791,5819,train
O14503,5820,val
Q9C0J9,5820,val
Q9UK12,5821,train
Q9UIE0,5821,train
Q9UK11,5821,train
Q9NWQ4,5822,val
Q9H7C4,5823,train
P19971,5824,train
Q15695,5825,train
Q15696,5825,train
Q9Y6W6,5826,train
Q13283,5827,train
Q9UN86,5827,train
Q9NST1,5828,val
Q5VV17,5829,test
Q9GZU5,5830,train
Q9BZE2,5831,train
Q8N9B8,5832,train
Q9BTU6,5833,train
Q8TCG2,5833,train
Q9NUP7,5834,train
Q9UDY6,5835,train
Q9C019,5835,train
P41595,5836,train
O95081,5837,train
P31751,5838,train
P31749,5838,train
Q9Y243,5838,train
Q8WV93,5839,train
Q96LT7,5840,train
Q6ZMM2,5841,train
Q99704,5842,train
P18428,5843,train
Q6NUT3,5844,train
Q15406,5845,train
P11172,5846,train
Q92743,5847,train
O43464,5847,train
P83110,5847,train
P83105,5847,train
Q9BTD8,5848,test
Q2NL68,5849,train
O14771,5850,train
O60304,5850,train
Q13118,5851,train
P10619,5852,train
Q8TE99,5853,train
Q08431,5854,train
O43854,5854,train
Q96EY1,5855,train
O15519,5856,val
Q12849,5857,train
P15976,5858,train
P23769,5858,train
P23771,5858,train
Q9H074,5859,val
Q14790,5860,train
Q8N461,5861,train
Q6P4F1,5862,val
O75688,5863,train
P35813,5863,train
Q9H310,5864,train
Q9UBD6,5864,train
Q9NQZ2,5865,train
O43493,5866,train
Q9GZZ6,5867,train
Q9UGM1,5867,train
P08173,5868,val
P08172,5868,val
P34969,5869,train
O43916,5870,train
Q7LGC8,5870,train
Q6ZSG2,5871,train
Q96MA6,5872,train
Q9NZM5,5873,train
Q96SL1,5874,train
Q9UJU5,5875,train
P12645,5876,val
P55107,5876,val
Q86VK4,5877,train
O43670,5878,train
Q9NR11,5879,train
P04004,5880,test
Q8NBT0,5881,train
Q8TC44,5881,train
O43236,5882,train
Q8WYJ6,5882,train
Q15019,5882,train
Q16181,5882,train
Q99719,5882,train
Q14108,5883,train
Q9UHJ6,5884,train
Q9UNN4,5885,val
P46098,5886,train
Q969K4,5887,train
Q2M2I3,5888,train
O95995,5889,train
P50579,5890,train
Q02509,5891,train
A6NHN0,5892,train
P0C862,5892,train
Q9UJA9,5893,train
Q9Y6X5,5893,train
Q01518,5894,train
P40123,5894,train
A8MWX3,5895,train
Q6VEQ5,5895,train
Q9NQA3,5895,train
C4AMC7,5895,train
Q969S3,5896,train
P50336,5897,train
Q9BVS5,5898,train
Q6ZMU5,5899,train
Q96F44,5900,train
Q9Y577,5900,train
Q96I59,5901,train
Q9Y2Z4,5902,test
Q9BV35,5903,train
Q6NUK1,5903,train
Q6KCM7,5903,train
P13945,5904,train
P08588,5904,train
P07550,5904,train
B6SEH8,5905,train
P21728,5906,train
P21918,5906,train
O14770,5907,train
Q99687,5907,train
O00470,5907,train
P56270,5908,train
Q86UR1,5909,train
O43148,5910,train
Q9UHG0,5911,train
P11161,5912,test
O60861,5913,test
O14757,5914,train
Q96QF0,5915,train
Q8TBN0,5915,train
Q8IUH3,5916,train
Q9UJW2,5917,train
Q9GZM7,5917,train
Q8N9V3,5918,train
P39900,5919,train
P45452,5919,train
P09238,5919,train
P03956,5919,train
P09237,5919,train
P22894,5919,train
Q9H9S3,5920,train
P61619,5920,train
O75674,5921,train
Q9UHQ1,5922,train
Q9H6Q4,5922,train
Q96DF8,5923,train
Q92917,5924,val
Q9H3G5,5925,train
Q6P2M8,5926,test
Q14012,5926,test
Q8IU85,5926,test
Q96NX5,5926,test
Q9BPX6,5927,train
Q96GA3,5928,train
O43818,5929,train
Q9UBM7,5930,train
A0PJY2,5931,train
Q9BSF8,5932,train
Q7Z5Y7,5932,train
Q96FB5,5933,train
Q2T9K0,5934,train
P26368,5935,train
Q8WUU4,5936,train
Q9BVG3,5937,train
Q7L3T8,5938,train
Q9BY10,5939,train
Q9UJT0,5940,train
Q9BZD2,5941,train
O75844,5942,train
Q96PL5,5943,train
Q9ULA0,5944,train
Q9UBB4,5945,train
Q8NBP5,5946,test
Q6ZUS6,5947,test
Q9UBS8,5948,train
Q8IV63,5949,train
P02774,5950,train
Q06945,5951,train
O15370,5951,train
Q9BSW7,5952,train
Q96ER3,5953,train
Q8IYX7,5954,train
Q86TL0,5955,test
Q9HC44,5956,train
P55084,5957,train
Q16204,5958,train
P48637,5959,train
P41235,5960,train
Q14541,5960,train
P48651,5961,train
P30307,5962,train
Q6ZS72,5963,train
Q96C00,5964,train
Q9NQ55,5965,train
O15269,5966,train
Q8TBK2,5967,train
Q96SA4,5968,train
Q13530,5968,train
Q9NRX5,5968,train
Q96NL0,5969,val
Q59EK9,5969,val
Q86UN3,5970,train
Q86UN2,5970,train
Q9BZR6,5970,train
Q5I7T1,5971,train
Q6P1R4,5972,train
Q86WP2,5973,train
Q16566,5974,train
Q8IW41,5975,train
Q12891,5976,train
Q12794,5976,train
O43820,5976,train
Q68DU8,5977,train
Q96CX2,5977,train
Q6ZWB6,5977,train
Q8NCW0,5978,train
Q96MU8,5978,train
P55347,5979,train
Q96KN3,5979,train
Q6PHR2,5980,train
Q9NQL9,5981,train
P16671,5982,train
Q9Y646,5983,train
P55317,5984,train
Q9Y261,5984,train
P55318,5984,train
Q6ZMY6,5985,train
Q13228,5986,train
Q6UX04,5987,train
Q8N3J2,5988,test
P41091,5989,train
Q2VIR3,5989,train
Q96N66,5990,test
P21554,5991,train
P34972,5991,train
Q8N594,5992,train
Q9UK99,5993,train
P28223,5994,val
Q8IX04,5995,test
Q6B0B8,5996,train
Q9H6B1,5997,train
Q96PM9,5997,train
Q569K4,5997,train
Q8NB16,5998,train
Q495X7,5999,train
P23381,6000,train
Q96K21,6001,train
Q8N684,6002,train
P48723,6003,test
P51843,6004,train
Q969F2,6005,test
Q969G9,6005,test
Q96TC7,6006,train
Q15036,6007,val
Q9BUZ4,6008,train
Q15904,6009,train
Q8NFQ8,6010,test
Q9NWK9,6011,val
Q53EL6,6012,train
Q8TEA1,6013,train
Q9NYL5,6014,test
P27918,6015,val
Q96FA3,6016,train
Q8N2H9,6016,train
Q9HAT8,6016,train
Q7Z572,6017,train
Q5R3I4,6018,train
Q92504,6019,train
Q9BWF2,6020,train
Q9Y512,6021,train
Q9NQ40,6022,train
Q9NUQ7,6023,train
P15036,6024,train
P14921,6024,train
P49005,6025,train
P41586,6026,train
P41587,6026,train
P32241,6026,train
P47872,6026,train
Q9BX59,6027,train
P15882,6028,train
P52757,6028,train
Q9UKX7,6029,train
Q8WXD2,6030,train
Q96GQ5,6031,train
O00220,6032,train
Q6UXT9,6033,train
Q96HE7,6034,train
Q86YB8,6034,train
P08887,6035,train
Q504T8,6036,val
Q9Y2Z9,6037,train
P41279,6038,train
Q9H3H1,6039,train
P16233,6040,test
P54315,6040,test
Q8WXI3,6041,train
Q6PII3,6042,train
O43298,6043,train
P49810,6044,train
P49768,6044,train
P84022,6045,train
O15198,6045,train
Q15797,6045,train
Q15796,6045,train
Q99717,6045,train
Q8IYB5,6046,train
P21917,6047,train
Q9NPF5,6048,test
Q8IV32,6049,train
A8MPY1,6050,train
Q96ID5,6051,test
P04066,6052,train
Q9BTY2,6052,train
Q8IWW8,6053,train
Q9NQ32,6054,train
Q13505,6055,train
Q5HYI7,6055,train
Q8N8Q9,6056,train
Q0D2K0,6056,train
P0CAP1,6057,train
Q86VR2,6058,val
Q86X45,6059,train
P08709,6060,train
Q05D32,6061,train
Q15054,6062,train
Q4KMZ1,6063,train
O75390,6064,train
Q15846,6065,train
Q9BUB5,6066,train
Q9HBH9,6066,train
P21452,6067,train
P29371,6067,train
P25103,6067,train
Q9H3U5,6068,train
P25063,6068,train
Q01094,6069,train
Q14209,6069,train
O00716,6069,train
O75461,6069,train
P56159,6070,train
O00451,6070,train
Q86VV4,6071,val
Q8IUF8,6072,train
O60260,6073,train
Q16719,6074,train
O60687,6075,train
P78539,6075,train
Q9Y5X2,6076,train
Q8NCE0,6077,val
P0DJG4,6078,val
Q86X02,6079,train
Q01850,6079,train
P04198,6080,train
P53778,6081,test
P45984,6081,test
P53779,6081,test
O15264,6081,test
Q16539,6081,test
Q15759,6081,test
P45983,6081,test
Q9BZD4,6082,val
Q8IZ02,6083,train
P49821,6084,test
Q53EZ4,6085,train
Q96I51,6086,train
Q07960,6087,train
P85298,6087,train
Q5SQN1,6088,train
Q15428,6089,test
P01008,6090,train
C9J202,6091,train
Q9BT22,6091,train
P04424,6092,train
B1AKI9,6093,train
Q9BZ68,6094,train
Q9BZ67,6094,train
Q9BX40,6095,train
Q8ND56,6095,train
O75306,6096,train
Q6UXB8,6097,train
P53634,6098,train
Q5T6F0,6099,val
Q5VU92,6099,val
Q00G26,6100,val
Q8TBC4,6101,test
Q9P2R7,6102,train
Q96I99,6102,train
Q9NQG6,6103,train
Q96C03,6103,train
Q9H9P8,6104,train
Q96BY2,6105,train
Q96PV4,6105,train
P0CW24,6105,train
Q8ND90,6105,train
Q9UL42,6105,train
Q9UL41,6105,train
Q7Z4G4,6106,train
Q9Y230,6107,train
Q9Y265,6107,train
Q5VTE0,6108,train
P68104,6108,train
Q05639,6108,train
Q9H9V9,6109,train
P61978,6110,train
Q9BQG2,6111,train
Q16649,6112,train
Q5SRI9,6113,train
Q5VSG8,6113,train
Q9HD26,6114,test
Q5SXH7,6115,train
Q86Y97,6116,val
P10276,6117,train
P10826,6117,train
P13631,6117,train
Q5H9L4,6118,train
Q15545,6118,train
Q9NVC3,6119,train
Q15465,6120,train
O43323,6120,train
Q14623,6120,train
Q92759,6121,train
P18089,6122,train
P18825,6122,train
P08913,6122,train
Q9UJM3,6123,train
Q6UW02,6124,train
Q96CB8,6125,train
Q96EZ8,6126,train
Q7Z601,6127,val
P02790,6128,train
A8MVW5,6129,train
P11926,6130,train
O14977,6130,train
O95674,6131,train
Q92903,6131,train
O75072,6132,train
P04070,6133,train
Q9H173,6134,train
P13489,6135,train
Q7Z3Q1,6136,train
P20333,6137,train
Q6NXT4,6138,train
Q2TAL5,6139,test
P80303,6140,test
Q02818,6140,test
Q9H237,6141,train
Q8TAL5,6142,train
Q68CJ9,6143,train
Q99952,6144,train
O95396,6145,train
Q4VC12,6146,train
P55055,6147,val
Q13133,6147,val
Q9ULW6,6148,train
Q6XZB0,6149,train
Q8WWY8,6149,train
Q9UJW0,6150,train
Q9HAH7,6151,train
Q9P2S5,6152,train
Q6VUC0,6153,test
Q92481,6153,test
Q92754,6153,test
P05549,6153,test
Q7Z6R9,6153,test
Q9Y5C1,6154,train
Q8IYX8,6155,train
Q9NWZ3,6156,val
Q96NT5,6157,val
Q16790,6158,val
Q02790,6159,train
P62942,6159,train
P68106,6159,train
Q13451,6159,train
Q96BH1,6160,train
Q9Y330,6161,train
Q9HAD4,6162,train
O75312,6163,train
Q9NWU1,6164,train
Q8N412,6165,train
Q5VX52,6166,val
Q96AN5,6167,train
A6NNH2,6168,val
D6REC4,6169,train
P16871,6170,train
Q13952,6171,train
Q8N4F0,6172,val
P01730,6173,train
Q9BVA6,6174,train
Q86UB9,6175,train
Q9UGK8,6176,train
O60269,6177,val
Q5VWP3,6178,train
Q8NEY8,6179,train
P62508,6180,train
P11474,6180,train
O95718,6180,train
Q6UWV6,6181,train
Q4AE62,6182,train
Q01415,6183,train
Q1ED39,6184,train
Q96DT6,6185,train
Q9NR12,6186,train
P30520,6187,train
Q8N142,6187,train
Q9Y697,6188,val
Q86WB7,6189,test
P35790,6190,train
Q9Y259,6190,train
Q13887,6191,train
A8MU46,6192,train
P10645,6193,train
O95429,6194,val
Q9HCE5,6195,train
Q9H7H0,6196,train
Q53H76,6197,train
Q8WV28,6198,val
O43159,6199,train
O00232,6200,train
Q6NT16,6201,train
Q6P9B6,6202,test
Q9HAH1,6203,train
P39656,6204,train
Q14542,6205,train
Q99808,6205,train
Q53EU6,6206,train
Q86UL3,6206,train
A4D1U4,6207,train
Q14728,6208,val
Q13867,6209,train
Q5TFE4,6210,train
P19438,6211,train
P43631,6212,train
P43629,6212,train
P43630,6212,train
Q14943,6212,train
Q9H7L2,6212,train
Q99706,6212,train
Q14954,6212,train
P43628,6212,train
Q8NHK3,6212,train
P43632,6212,train
Q8N743,6212,train
P43626,6212,train
O60239,6213,train
P0CG08,6214,train
Q9H5Z6,6215,train
P01767,6216,test
A0A0J9YX35,6216,test
P01772,6216,test
A0A0C4DH38,6216,test
A0A0A0MS14,6216,test
P01780,6216,test
P0DP02,6216,test
P0DOX5,6216,test
P0DOX2,6216,test
P01876,6216,test
P01877,6216,test
A0A0C4DH31,6216,test
P01742,6216,test
P0DP01,6216,test
A0A0B4J1Y9,6216,test
P23083,6216,test
P07099,6217,train
Q92485,6218,train
Q5SWX8,6219,train
Q68D85,6220,train
Q9UKT8,6221,test
Q06546,6222,train
Q9Y4P8,6223,train
Q5MNZ9,6223,train
Q6YP21,6224,train
Q16773,6224,train
Q9P272,6225,train
Q9H788,6226,train
Q96JJ7,6227,val
Q9Y2T3,6228,train
P36551,6229,test
P17735,6230,test
P20749,6231,train
Q9BWT1,6232,train
Q96GN5,6232,train
Q969Q6,6233,train
P36957,6234,train
Q6ZQX7,6235,train
Q8WUX9,6236,train
P02679,6237,train
Q86TP1,6238,test
P22695,6239,train
Q9UJT1,6240,train
Q6ZT21,6241,train
P63151,6242,test
Q00005,6242,test
Q9Y2T4,6242,test
Q66LE6,6242,test
Q9BXJ7,6243,train
O00189,6244,val
Q92484,6245,train
Q8N2F6,6246,val
Q9P291,6246,val
Q9UH62,6246,val
Q9C073,6247,train
O43194,6248,train
Q02742,6249,val
O95395,6249,val
Q9P109,6249,val
P01871,6250,train
Q9BQQ3,6251,train
Q9H8Y8,6251,train
Q9NR50,6252,train
P49411,6253,train
Q9NVF9,6254,train
Q9HBU6,6254,train
P42575,6255,train
Q9HB40,6256,val
O43615,6257,val
P0CI26,6258,train
I1YAP6,6258,train
P0CI25,6258,train
Q96BQ3,6258,train
Q8IWZ4,6258,train
Q6KB66,6259,train
Q96BW9,6260,train
Q5U5X8,6261,val
Q96LP2,6262,train
P41212,6263,train
Q9BTV6,6264,train
Q13418,6265,train
O75874,6266,train
P48735,6266,train
Q5TC84,6267,train
P21757,6268,test
O95363,6269,train
Q9BSI4,6270,train
A6NKC9,6271,train
Q6IQ49,6272,train
Q9NRH3,6273,train
P23258,6273,train
Q9BUF5,6274,train
A6NNZ2,6274,train
Q9BVA1,6274,train
P07437,6274,train
P04350,6274,train
Q9H4B7,6274,train
Q13509,6274,train
